"s1, please once again explain to me.",general/general_explain
"s1, please rephrase me on what you just said now once again.",general/general_explain
"s1, please will you clarify more on your answers.",general/general_explain
"s1, rephrase me further on what you have said.",general/general_explain
"s1, will you elaborate further on your answers.",general/general_explain
"s1, will you elaborate me about that once again.",general/general_explain
"s1, will you explain me more on what you said now.",general/general_explain
"s1, will you further explain.",general/general_explain
"s1, will you once again clarify your words to me.",general/general_explain
"s1, will you please again elaborate.",general/general_explain
"s1, will you please further rephrase me about what you said now.",general/general_explain
"s1, will you please once again clarify me on what you have just said.",general/general_explain
"s1, will you rephrase your answer once again to me.",general/general_explain
"s1, would you clarify this again.",general/general_explain
"s1, would you please explain more on your words.",general/general_explain
"s1, would you please explain your response again to me.",general/general_explain
"s1, would you please rephrase it further to me.",general/general_explain
"s2, did not get your words.",general/general_explain
"s2, i am not clear about your response.",general/general_explain
"s2, i am not so clear about last sentence.",general/general_explain
"s2, i am not so clear about what you have said.",general/general_explain
"s2, i am unclear about this.",general/general_explain
"s2, i am unclear about what you said now.",general/general_explain
"s2, i can not catch that.",general/general_explain
"s2, i can't catch that.",general/general_explain
"s2, i can't catch up with you.",general/general_explain
"s2, i can't quite catch that.",general/general_explain
"s2, i couldn't understand what you just said.",general/general_explain
"s2, i did not catch that.",general/general_explain
"s2, i did not quite catch that.",general/general_explain
"s2, i don't get your words.",general/general_explain
"s2, i don't quite catch that.",general/general_explain
"s2, i was not clear about what you've said.",general/general_explain
"s2, i was not so clear about what you said.",general/general_explain
"s2, i was not so clear about your answer.",general/general_explain
"s2, i was unclear about that.",general/general_explain
"s2, i was unclear about what you have just said.",general/general_explain
"s2, i was unclear about your answer.",general/general_explain
"s2, i was unclear about your response.",general/general_explain
"s2, that was not clear to me.",general/general_explain
"s2, this was not clear.",general/general_explain
"s2, this was not so clear.",general/general_explain
"s2, your answer was not so clear to me.",general/general_explain
"s2, your response was not so clear.",general/general_explain
"shit, i think incorrect command.",general/general_negate
"shit, i think you've done all wrong.",general/general_negate
"shit, it's not what i wanted.",general/general_negate
"shit, not right.",general/general_negate
"shit, that's not what i was searching for.",general/general_negate
"shit, this isn't what i am searching for.",general/general_negate
"shit, this was not what i am looking for.",general/general_negate
"shit, this was not what i was looking for.",general/general_negate
"shit, you did not understand what i said.",general/general_negate
"shit, you have done this all in wrong manner.",general/general_negate
"shit, you have done this all incorrectly.",general/general_negate
"stop, i think it's not the correct command.",general/general_negate
"stop, that's not the correct answer.",general/general_negate
"thank you very much for the answer, olly.",general/general_praise
"thanks for completing it, olly.",general/general_praise
"thanks for the helping, olly.",general/general_praise
"thanks, that was fantastic job, olly.",general/general_praise
"thanks, that's fantastic job, olly.",general/general_praise
"that does not matter to me, olly.",general/general_dontcare
"that doesn't matter to me, olly.",general/general_dontcare
"that is all, cancel it.",general/general_commandstop
"that is all, cancel.",general/general_commandstop
"that is all, just cancel.",general/general_commandstop
"that is all, just stop it.",general/general_commandstop
"that is all, just stop.",general/general_commandstop
"that is all, stop it.",general/general_commandstop
"that is cool, appreciated.",general/general_praise
"that is cool, musch appreciated.",general/general_praise
"that is cool, thank you.",general/general_praise
"that is enough, cancel it.",general/general_commandstop
"that is enough, cancel.",general/general_commandstop
"that is enough, just cancel it.",general/general_commandstop
"that is enough, just stop it.",general/general_commandstop
"that is nice work, thanks.",general/general_praise
"that is perfect job, i appreciate it.",general/general_praise
"that is useful, appreciated.",general/general_praise
"that is useful,, olly.",general/general_praise
"that is useful,.",general/general_praise
"that was cool, i appreciate it.",general/general_praise
"that was cool, thank you so much, olly.",general/general_praise
"that was useful, musch appreciated, olly.",general/general_praise
"that's all, cancel.",general/general_commandstop
"that's all, just cancel it.",general/general_commandstop
"that's all, just stop it.",general/general_commandstop
"that's amazing work, olly.",general/general_praise
"that's amazing, olly.",general/general_praise
"that's awesome job, thank you very much.",general/general_praise
"that's cool, appreciated, olly.",general/general_praise
"that's cool, thank you so much, olly.",general/general_praise
"that's cool,, olly.",general/general_praise
"that's enough, cancel it.",general/general_commandstop
"that's enough, just cancel it.",general/general_commandstop
"that's enough, just cancel.",general/general_commandstop
"that's enough, just stop.",general/general_commandstop
"that's enough, stop.",general/general_commandstop
"that's good one, thank you, olly.",general/general_praise
"that's good one, thank you.",general/general_praise
"that's good, thanks.",general/general_praise
"that's helpful, i appreciate it, olly.",general/general_praise
"that's helpful, thank you so much.",general/general_praise
"that's nice job, thank you so much.",general/general_praise
"that's nice one, thank you very much, olly.",general/general_praise
"that's nice one, thank you, olly.",general/general_praise
"that's useful, appreciated.",general/general_praise
"that's useful, thank you so much, olly.",general/general_praise
"that's useful, thanks, olly.",general/general_praise
"that's useful,, olly.",general/general_praise
"that's wonderful, musch appreciated.",general/general_praise
"this does not matter to me, olly.",general/general_dontcare
"this does not matter, olly.",general/general_dontcare
"this doesn't really matter with me, olly.",general/general_dontcare
"uh no, i think incorrect command.",general/general_negate
"uh no, i think not correct response.",general/general_negate
"uh no, i think you have done task in wrong manner.",general/general_negate
"uh no, thanks.",general/general_negate
"uh no, that isn't what i requested.",general/general_negate
"uh no, that isn't what i wanted.",general/general_negate
"uh no, you gave me not right information.",general/general_negate
"uhh no, i did not say this.",general/general_negate
"uhh no, i think incorrect answer.",general/general_negate
"uhh no, i think you have done a task incorrectly.",general/general_negate
"uhh no, incorrect command.",general/general_negate
"uhh no, thanks.",general/general_negate
"uhh no, wrong.",general/general_negate
"uhh no, you've done task all in wrong manner.",general/general_negate
"wait, i think you have messed up with.",general/general_negate
"wait, it's not the correct command.",general/general_negate
"wait, you did not interpret command right.",general/general_negate
"wait, you do not understand me.",general/general_negate
"wait, you've understood me not right.",general/general_negate
"well done, appreciated.",general/general_praise
"well done, musch appreciated.",general/general_praise
"well done, thank you so much, olly.",general/general_praise
"well done, thank you so much.",general/general_praise
"well done,.",general/general_praise
"whatever would be fine with me, olly.",general/general_dontcare
"wonderful job, you have done well, olly.",general/general_praise
"wonderful work, you did well, olly.",general/general_praise
"wonderful work, you have done well.",general/general_praise
"would not really mind to select any one, olly.",general/general_dontcare
"wouldn't know, olly.",general/general_dontcare
"wouldn't mind to select any one, olly.",general/general_dontcare
"wouldn't really know, olly.",general/general_dontcare
"you are awesome, appreciated, olly.",general/general_praise
"you are awesome, appreciated.",general/general_praise
"you are awesome, thank you so much.",general/general_praise
"you are awesome, thank you.",general/general_praise
"you are awesome,.",general/general_praise
"you are hero, thank you so much.",general/general_praise
"you are hero, thanks.",general/general_praise
"you are hero,.",general/general_praise
"you are my hero, i appreciate it.",general/general_praise
"you are my hero,.",general/general_praise
"you are my star, appreciated, olly.",general/general_praise
"you are my star,, olly.",general/general_praise
"you are my star,.",general/general_praise
"you are so helpful, thank you so much.",general/general_praise
"you are star, i appreciate it.",general/general_praise
"you are star, thank you so much.",general/general_praise
"you are star, thanks.",general/general_praise
"you are star,.",general/general_praise
"you did amazing work, thank you so much.",general/general_praise
"you did awesome work, thank you very much.",general/general_praise
"you did excellent job,, olly.",general/general_praise
"you did good work, thanks.",general/general_praise
"you did great job, musch appreciated.",general/general_praise
"you did nice job,.",general/general_praise
"you did perfect job, thank you so much.",general/general_praise
"you did perfect job, thank you very much, olly.",general/general_praise
"you did perfect job,, olly.",general/general_praise
"you did wonderful job, i appreciate it.",general/general_praise
"you did wonderful work, appreciated.",general/general_praise
"you have done it correctly thanks, olly.",general/general_praise
"you have done it right appreciated, olly.",general/general_praise
"you have done it right musch appreciated, olly.",general/general_praise
"you have done it right thank you, olly.",general/general_praise
"you have done that correctly thank you so much, olly.",general/general_praise
"you have done that right musch appreciated, olly.",general/general_praise
"you have done that right thanks, olly.",general/general_praise
"you helped a lot, appreciated.",general/general_praise
"you helped a lot, thank you.",general/general_praise
"you helped a lot, thanks, olly.",general/general_praise
"you rock, appreciated.",general/general_praise
"you rock, thank you very much.",general/general_praise
"you rock, thank you.",general/general_praise
"you've done it correctly musch appreciated, olly.",general/general_praise
"you've done it correctly thanks, olly.",general/general_praise
"you've done it right thank you very much, olly.",general/general_praise
"you've done that correctly thank you very much, olly.",general/general_praise
"you've done that right musch appreciated, olly.",general/general_praise
"you've done that right, olly.",general/general_praise
@nikesupport i need some assistance regarding some shoes i bought last week,social/social_post
@nikesupport please help me out with some faulty shoes i just bought,social/social_post
@nikesupport the shoes i bought last week already have a hole in the sole,social/social_post
a cup of coffee please,iot/iot_coffee
a joke please,general/general_joke
a little brighter thanks,iot/iot_hue_lightup
a new list to be created by tomorrow,lists/lists_createoradd
a priest walks into a bar,general/general_joke
abdul kalam president,qa/qa_factoid
about demoudularity,general/general_quirky
about reality in world,general/general_quirky
about todays headline news,news/news_query
access coffee maker begin process,iot/iot_coffee
access recipe book please,cooking/cooking_recipe
accident or normal traffic,transport/transport_traffic
activate a different light color,iot/iot_hue_lightchange
activate coffee machine,iot/iot_coffee
activate radio and tune into nine hundred and eighty nine,play/play_radio
activate robot cleaner in an hour,iot/iot_cleaning
activate robot vacuum cleaner,iot/iot_cleaning
activate robot vacuum,iot/iot_cleaning
activate silent,audio/audio_volume_mute
activate the cleaner for furniture cleaning,iot/iot_cleaning
activate the radio please,play/play_radio
activate the robot and vacuum the floor,iot/iot_cleaning
activate the robot vacuum,iot/iot_cleaning
activate the roomba,iot/iot_cleaning
activate the vacuum cleaner and use it,iot/iot_cleaning
activate the vacuum cleaner,iot/iot_cleaning
activate the vacuum,iot/iot_cleaning
activate the wemo plug socket,iot/iot_wemo_on
activate vacuum cleaner,iot/iot_cleaning
activate vacuum,iot/iot_cleaning
add a item,lists/lists_createoradd
add a meeting with architect to my new project list,lists/lists_createoradd
add a meeting with francine for two pm tomorrow,calendar/calendar_set
add a movie name to the wish list,lists/lists_createoradd
add a new contact for daniel bell dbell@aol dot com,email/email_addcontact
add a new email address which is,email/email_addcontact
add a new email contact to my list,email/email_addcontact
add a new email in my contacts from john,email/email_addcontact
add a new email,email/email_addcontact
add a new list,lists/lists_createoradd
add a note to attend,calendar/calendar_set
add a notification reminder and calendar event for thursday at seven am labeled sales meeting please,calendar/calendar_set
add a tab to the shopping list,lists/lists_createoradd
add a wrist watch to the shopping list,lists/lists_createoradd
add an alarm for tomorrow morning at six am,alarm/alarm_set
add an event starting at three pm in goshen new york on may fifth for dan's graduation,calendar/calendar_set
add an event to my calendar,calendar/calendar_set
add apahelp@yahoo dot com in my contact list,email/email_addcontact
add apahelp@yahoo dot com to my contacts,email/email_addcontact
add apples to shopping list,lists/lists_createoradd
add appointment in the list,lists/lists_createoradd
add appointment to list,lists/lists_createoradd
add bill's email to my address books and lets send him a message,email/email_sendemail
add bob to my list of contacts,lists/lists_createoradd
add bread to my grocery list,lists/lists_createoradd
add bruno mars to my favorites,music/music_likeness
add business contacts to contact list,lists/lists_createoradd
add butter to the list,lists/lists_createoradd
add buy groceries to my to do list for today,lists/lists_createoradd
add car service to my list of things to do today,lists/lists_createoradd
add carl's email to my contact,email/email_addcontact
add carrots to the list,lists/lists_createoradd
add chives to my shopping list,lists/lists_createoradd
add christmas on twenty five december two thousand and seventeen at sara's place,calendar/calendar_set
add coffee to the grocery list,lists/lists_createoradd
add contacts n mail,email/email_addcontact
add dale@gmail dot com to my contacts,email/email_addcontact
add dan's email,email/email_addcontact
add dan@dancom to my contacts,email/email_addcontact
add detergent to the list of things i need to buy,lists/lists_createoradd
add dinner with jane on february twelfth at six pm,calendar/calendar_set
add dr rosenstock as an email contact,email/email_addcontact
add eggs to my list,lists/lists_createoradd
add eggs to the list,lists/lists_createoradd
add email address iamironman@gmail dot com,email/email_addcontact
add email to contacts,email/email_addcontact
add email to existing contact,email/email_addcontact
add erosser@hotmail dot com as a new contact for emily rosser,email/email_addcontact
add event book club debbie's house wednesday night,calendar/calendar_set
add event for date and time with these people,calendar/calendar_set
add event on august twenty one at nine am,calendar/calendar_set
add event to calendar,calendar/calendar_set
add event with dick and jane,calendar/calendar_set
add five plus eighteen minus four please,qa/qa_maths
add grocery shopping to today's to do list,lists/lists_createoradd
add in my calendar an appointment at two pm on friday,calendar/calendar_set
add item,lists/lists_createoradd
add jane's birthday party at one hundred and twenty three main for two pm tomorrow on my calendar,calendar/calendar_set
add joe smith to my calendar for today at one pm,calendar/calendar_set
add john@gmail dot com to contacts,email/email_addcontact
add jpearsonjessica@gmail dot com to email contacts,email/email_addcontact
add juice to my grocery list,lists/lists_createoradd
add ketchup to the list,lists/lists_createoradd
add light,iot/iot_hue_lightup
add lowes hardware to my contact emails located in cleveland ohio,email/email_addcontact
add mail id subject content,email/email_sendemail
add mike and jack to festival calendar,calendar/calendar_set
add milk to grocery list,lists/lists_createoradd
add milk to the grocery list,lists/lists_createoradd
add mow lawn to things to do list,lists/lists_createoradd
add my co worker ann to submit project for work on tuesday,calendar/calendar_set
add my opinion to this song great,music/music_likeness
add new email address and send email,email/email_sendemail
add new email address,email/email_addcontact
add new email to anna,email/email_addcontact
add new email to contacts,email/email_addcontact
add new email to my contacts macs@gmail dot com,email/email_addcontact
add new item to list,lists/lists_createoradd
add new items in the alarm list,lists/lists_createoradd
add new items in the remainder list,lists/lists_createoradd
add new songs to playlist,lists/lists_createoradd
add oil change to my to do list,lists/lists_createoradd
add paav bhaji in menu card,lists/lists_createoradd
add pencil to school supplies list,lists/lists_createoradd
add rebecca green to my list of favorite contacts,email/email_querycontact
add rice on the list,lists/lists_createoradd
add sam@gmail dot com to my contacts list,email/email_addcontact
add sarah as email contact,email/email_addcontact
add selected song,play/play_music
add shape of you to the current queue,play/play_music
add shoes to my list,lists/lists_createoradd
add shopping to my to do list,lists/lists_createoradd
add something@gmail dot com to my contacts,email/email_addcontact
add song to running list,music/music_likeness
add soup to my shopping list,lists/lists_createoradd
add sugar to my shopping list,lists/lists_createoradd
add tal meeting this Thursday to calendar,calendar/calendar_set
add that song to my playlist,music/music_likeness
add that song to my top ten favorites list,music/music_likeness
add the email oriam@gmail dot com to my contacts,email/email_addcontact
add the item to a list,lists/lists_createoradd
add the item to the list,lists/lists_createoradd
add the new email to my contacts,email/email_addcontact
add the post office to my list of errands for Saturday,lists/lists_createoradd
add the song the new playlist,lists/lists_createoradd
add the song to my favorites,music/music_likeness
add this channel to pandora,music/music_likeness
add this email address to my contacts and send an email to,email/email_addcontact
add this email to a new contact,email/email_addcontact
add this email to my address book,email/email_addcontact
add this email to my contact list,email/email_addcontact
add this email to my contact,email/email_addcontact
add this email to my contacts,email/email_addcontact
add this item to the list,lists/lists_createoradd
add this new email with contact,email/email_addcontact
add this new email,email/email_addcontact
add this one also,lists/lists_createoradd
add this person's email,email/email_addcontact
add this song to favorites playlist,music/music_likeness
add this song to my catalogue,music/music_likeness
add this song to my favorite list,music/music_likeness
add this song to my music,music/music_likeness
add this song to my playlist,music/music_likeness
add this to the list,lists/lists_createoradd
add to calendar every year on may two is mary's birthday,calendar/calendar_set
add to calendar on this date and time with these people,calendar/calendar_set
add to calendar rick's birthday party on feb twenty nine,calendar/calendar_set
add to list,lists/lists_createoradd
add to my groceries,lists/lists_createoradd
add tomorrows dinner date to the calendar,calendar/calendar_set
add vodka to my party shopping list,lists/lists_query
add wash jeans to laundry list,lists/lists_createoradd
add wine to list,lists/lists_createoradd
add work email address,email/email_addcontact
add work out to the calendar for monday through friday from five to six hundred am,calendar/calendar_set
adjust light when i get home,iot/iot_hue_lightchange
adjust media volume up,audio/audio_volume_up
adjust sound,audio/audio_volume_other
adjust the light option,iot/iot_hue_lightchange
adjust the light,iot/iot_hue_lightchange
adjust the lights to a lower setting please,iot/iot_hue_lightdim
adjust the volume,audio/audio_volume_other
affirmative.,general/general_affirm
after this one play song,play/play_music
after this play me rebel yell,play/play_music
after this song ends i want to hear hotel california next,play/play_music
after this song play atmosphere,play/play_music
again clarify it to me please.,general/general_explain
again clarify me on your answers please.,general/general_explain
again clarify me on your answers.,general/general_explain
again explain me about your answers please.,general/general_explain
agree.,general/general_affirm
ah that was great work.,general/general_praise
ah that's good job.,general/general_praise
alarm for ten am,alarm/alarm_set
alarm me at eight am,alarm/alarm_set
alarm set eight am,alarm/alarm_set
alarm set for time,alarm/alarm_set
alarm set,alarm/alarm_set
alarm settings,alarm/alarm_query
alarm status,alarm/alarm_query
alarm time for twelve pm,alarm/alarm_set
alarm,alarm/alarm_set
alarms,alarm/alarm_query
alert me at three pm to goto the concert,alarm/alarm_set
alert me two hours before my meeting on tuesday with client happening at ten in the morning,calendar/calendar_set
all alarms,alarm/alarm_query
all i ever want to hear is rap,music/music_likeness
all lights colour to blue please,iot/iot_hue_lightchange
all lights has to be turned off during the day,iot/iot_hue_lightoff
all new mail,email/email_query
ally please play pandora radio,play/play_radio
am i gonna hit traffic,transport/transport_traffic
am i off work on memorial day,calendar/calendar_query
am i on vacation this week,calendar/calendar_query
am i scheduled to do anything on monday day,calendar/calendar_query
am i scheduled to meet fred in my calendar,calendar/calendar_query
amazing response to the command.,general/general_affirm
amazing response.,general/general_affirm
amazon stock price,qa/qa_stock
amd's current stock prices,qa/qa_stock
an object is an invisible,general/general_quirky
and the darkness has fallen,iot/iot_hue_lighton
and the light began,iot/iot_hue_lighton
and which one's my friends are going to events,calendar/calendar_query
angelina has a birthday when,qa/qa_factoid
angelina jolie spouses,qa/qa_factoid
angry bird play,play/play_game
angry bird,play/play_game
annie could you please search the internet and play the videos for cooking italian food,cooking/cooking_recipe
announce the current time,datetime/datetime_query
answer email,email/email_sendemail
answer for three times four,qa/qa_maths
answer is confirmed.,general/general_affirm
answer is wonderful.,general/general_affirm
answer the equation eight times seven,qa/qa_maths
answer this mathematical question,qa/qa_maths
answer was confirmed.,general/general_affirm
answer was right.,general/general_affirm
any alarms currently listed,alarm/alarm_query
any death news in times of india,news/news_query
any events in delhi today,recommendation/recommendation_events
any events this weekend in pondichery,recommendation/recommendation_events
any farm markets around with local products,recommendation/recommendation_locations
any fast food meal offers,takeaway/takeaway_order
any free events in la today,recommendation/recommendation_events
any fresh news on brad pitt,news/news_query
any funny jokes,general/general_joke
any good bike shops in oxford,recommendation/recommendation_locations
any good drama released recently in the cinema,recommendation/recommendation_events
any good fast food items,takeaway/takeaway_order
any good movies,recommendation/recommendation_movies
any important notifications,email/email_query
any lighting news emails,email/email_query
any low priced delicacies,takeaway/takeaway_order
any mail from amazon today,email/email_query
any meeting between six to seven pm,calendar/calendar_query
any new emails in my inbox,email/email_query
any new facebook posts from amy,social/social_query
any new interests from linda,social/social_query
any new mail from jack,email/email_query
any one is good for me.,general/general_dontcare
any one is ok to me.,general/general_dontcare
any one is okay to me.,general/general_dontcare
any one will be good to me.,general/general_dontcare
any one will be okay.,general/general_dontcare
any recent mails,email/email_query
any restaurant in the beautiful,takeaway/takeaway_query
any special events on my list,lists/lists_query
any traffic issues today,transport/transport_traffic
any upcoming events,calendar/calendar_query
anyone for tennis,play/play_game
anything is fine.,general/general_dontcare
anything is good to me.,general/general_dontcare
anything is good with me.,general/general_dontcare
anything is ok to me.,general/general_dontcare
anything is ok with me.,general/general_dontcare
anything is okay for me.,general/general_dontcare
anything new on facebook,news/news_query
anything new on insta,social/social_query
anything new on social media,social/social_query
anything unique to do in the city today,recommendation/recommendation_events
anything will be fine with me.,general/general_dontcare
anything will be ok with me.,general/general_dontcare
anything will be okay for me.,general/general_dontcare
anything will be okay with me.,general/general_dontcare
anything would be good.,general/general_dontcare
anything would be ok with me.,general/general_dontcare
anything.,general/general_dontcare
app management,general/general_quirky
appointments this wednesday,calendar/calendar_query
